ReferenceDate,Amount,Profit,MonthlyVariation
06/06/2025 00:00:00,59709.30690494601206000,709.30690494601206000,0
07/06/2025 00:00:00,63438.888278243827894462746801,1438.8882782438278944627468010,3729.581373297815834462746801
08/06/2025 00:00:00,67237.626620831878906075314708,2237.6266208318789060753147075,3798.738342588051011612567907
09/06/2025 00:00:00,71082.033969122995580320317978,3082.0339691229955803203179777,3844.407348291116674245003270
10/06/2025 00:00:00,74943.929511387795380556557062,3943.9295113877953805565570621,3861.895542264799800236239084
11/06/2025 00:00:00,78880.983196151398892528266131,4880.9831961513988925282661308,3937.053684763603511971709069
12/06/2025 00:00:00,82833.61436233180191689040099,5833.6143623318019168904009934,3952.631166180403024362134859
01/06/2026 00:00:00,86832.23178185627111828841996,6832.2317818562711182884199650,3998.61741952446920139801897
