ReferenceDate,Amount,Profit,MonthlyVariation
06/02/2025 00:00:00,59293.927710924132419520,733.927710924132419520,0
07/02/2025 00:00:00,63049.467765282803900008091065,1489.4677652828039000080910650,3755.540054358671480488091065
08/02/2025 00:00:00,66877.260365773433685230957395,2317.2603657734336852309573949,3827.792600490629785222866330
09/02/2025 00:00:00,70753.026379193886216902569773,3193.0263791938862169025697728,3875.766013420452531671612378
10/02/2025 00:00:00,74647.549611349639179486829050,4087.5496113496391794868290500,3894.523232155752962584259277
11/02/2025 00:00:00,78620.700027079247249576699698,5060.7000270792472495766996977,3973.150415729608070089870648
12/02/2025 00:00:00,82610.64736867925294962539252,6050.6473686792529496253925182,3989.947341600005700048692822
01/02/2026 00:00:00,86648.98730875771448669771518,7088.9873087577144866977151844,4038.33994007846153707232266
